CIDR	Start IP	End IP	Subnet Mask	Addresses	Hosts	Wildcard mask
51.53.255.248/30	51.53.255.248	51.53.255.251	255.255.255.252	4	2	0.0.0.3
51.53.255.252/31	51.53.255.252	51.53.255.253	255.255.255.254	2	2	0.0.0.1
51.53.255.254/32	51.53.255.254	51.53.255.254	255.255.255.255	1	1	0.0.0.0
51.53.255.255/32	51.53.255.255	51.53.255.255	255.255.255.255	1	1	0.0.0.0
208.244.108.0/29	208.244.108.0	208.244.108.7	255.255.255.248	8	6	0.0.0.7
208.244.108.8/30	208.244.108.8	208.244.108.11	255.255.255.252	4	2	0.0.0.3
208.244.108.12/31	208.244.108.12	208.244.108.13	255.255.255.254	2	2	0.0.0.1
208.244.108.14/32	208.244.108.14	208.244.108.14	255.255.255.255	1	1	0.0.0.0
208.244.108.15/32	208.244.108.15	208.244.108.15	255.255.255.255	1	1	0.0.0.0
194.69.96.0/20	194.69.96.0	194.69.111.255	255.255.240.0	4096	4094	0.0.15.255
194.69.112.0/21	194.69.112.0	194.69.119.255	255.255.248.0	2048	2046	0.0.7.255
194.69.120.0/22	194.69.120.0	194.69.123.255	255.255.252.0	1024	1022	0.0.3.255
194.69.124.0/23	194.69.124.0	194.69.125.255	255.255.254.0	512	510	0.0.1.255
194.69.126.0/24	194.69.126.0	194.69.126.255	255.255.255.0	256	254	0.0.0.255
194.69.127.0/25	194.69.127.0	194.69.127.127	255.255.255.128	128	126	0.0.0.127
194.69.127.128/26	194.69.127.128	194.69.127.191	255.255.255.192	64	62	0.0.0.63
194.69.127.192/27	194.69.127.192	194.69.127.223	255.255.255.224	32	30	0.0.0.31
194.69.127.224/28	194.69.127.224	194.69.127.239	255.255.255.240	16	14	0.0.0.15
194.69.127.240/29	194.69.127.240	194.69.127.247	255.255.255.248	8	6	0.0.0.7
194.69.127.248/30	194.69.127.248	194.69.127.251	255.255.255.252	4	2	0.0.0.3
194.69.127.252/31	194.69.127.252	194.69.127.253	255.255.255.254	2	2	0.0.0.1
194.69.127.254/32	194.69.127.254	194.69.127.254	255.255.255.255	1	1	0.0.0.0
194.69.127.255/32	194.69.127.255	194.69.127.255	255.255.255.255	1	1	0.0.0.0
198.200.130.0/25	198.200.130.0	198.200.130.127	255.255.255.128	128	126	0.0.0.127
198.200.130.128/26	198.200.130.128	198.200.130.191	255.255.255.192	64	62	0.0.0.63
198.200.130.192/27	198.200.130.192	198.200.130.223	255.255.255.224	32	30	0.0.0.31
198.200.130.224/28	198.200.130.224	198.200.130.239	255.255.255.240	16	14	0.0.0.15
198.200.130.240/29	198.200.130.240	198.200.130.247	255.255.255.248	8	6	0.0.0.7
198.200.130.248/30	198.200.130.248	198.200.130.251	255.255.255.252	4	2	0.0.0.3
198.200.130.252/31	198.200.130.252	198.200.130.253	255.255.255.254	2	2	0.0.0.1
198.200.130.254/32	198.200.130.254	198.200.130.254	255.255.255.255	1	1	0.0.0.0
198.200.130.255/32	198.200.130.255	198.200.130.255	255.255.255.255	1	1	0.0.0.0
204.231.197.0/24	204.231.197.0	204.231.197.255	255.255.255.0	256	254	0.0.0.255
204.231.198.0/23	204.231.198.0	204.231.199.255	255.255.254.0	512	510	0.0.1.255
204.231.200.0/21	204.231.200.0	204.231.207.255	255.255.248.0	2048	2046	0.0.7.255
204.231.208.0/21	204.231.208.0	204.231.215.255	255.255.248.0	2048	2046	0.0.7.255
204.231.216.0/22	204.231.216.0	204.231.219.255	255.255.252.0	1024	1022	0.0.3.255
204.231.220.0/23	204.231.220.0	204.231.221.255	255.255.254.0	512	510	0.0.1.255
204.231.222.0/24	204.231.222.0	204.231.222.255	255.255.255.0	256	254	0.0.0.255
204.231.223.0/25	204.231.223.0	204.231.223.127	255.255.255.128	128	126	0.0.0.127
204.231.223.128/26	204.231.223.128	204.231.223.191	255.255.255.192	64	62	0.0.0.63
204.231.223.192/27	204.231.223.192	204.231.223.223	255.255.255.224	32	30	0.0.0.31
204.231.223.224/28	204.231.223.224	204.231.223.239	255.255.255.240	16	14	0.0.0.15
204.231.223.240/29	204.231.223.240	204.231.223.247	255.255.255.248	8	6	0.0.0.7
204.231.223.248/30	204.231.223.248	204.231.223.251	255.255.255.252	4	2	0.0.0.3
204.231.223.252/31	204.231.223.252	204.231.223.253	255.255.255.254	2	2	0.0.0.1
204.231.223.254/32	204.231.223.254	204.231.223.254	255.255.255.255	1	1	0.0.0.0
204.231.223.255/32	204.231.223.255	204.231.223.255	255.255.255.255	1	1	0.0.0.0
206.191.224.0/20	206.191.224.0	206.191.239.255	255.255.240.0	4096	4094	0.0.15.255
206.191.240.0/21	206.191.240.0	206.191.247.255	255.255.248.0	2048	2046	0.0.7.255
206.191.248.0/22	206.191.248.0	206.191.251.255	255.255.252.0	1024	1022	0.0.3.255
206.191.252.0/23	206.191.252.0	206.191.253.255	255.255.254.0	512	510	0.0.1.255
206.191.254.0/24	206.191.254.0	206.191.254.255	255.255.255.0	256	254	0.0.0.255
206.191.255.0/25	206.191.255.0	206.191.255.127	255.255.255.128	128	126	0.0.0.127
206.191.255.128/26	206.191.255.128	206.191.255.191	255.255.255.192	64	62	0.0.0.63
206.191.255.192/27	206.191.255.192	206.191.255.223	255.255.255.224	32	30	0.0.0.31
206.191.255.224/28	206.191.255.224	206.191.255.239	255.255.255.240	16	14	0.0.0.15
206.191.255.240/29	206.191.255.240	206.191.255.247	255.255.255.248	8	6	0.0.0.7
206.191.255.248/30	206.191.255.248	206.191.255.251	255.255.255.252	4	2	0.0.0.3
206.191.255.252/31	206.191.255.252	206.191.255.253	255.255.255.254	2	2	0.0.0.1
206.191.255.254/32	206.191.255.254	206.191.255.254	255.255.255.255	1	1	0.0.0.0
206.191.255.255/32	206.191.255.255	206.191.255.255	255.255.255.255	1	1	0.0.0.0
134.177.0.0/17	134.177.0.0	134.177.127.255	255.255.128.0	32768	32766	0.0.127.255
134.177.128.0/18	134.177.128.0	134.177.191.255	255.255.192.0	16384	16382	0.0.63.255
134.177.192.0/19	134.177.192.0	134.177.223.255	255.255.224.0	8192	8190	0.0.31.255
134.177.224.0/20	134.177.224.0	134.177.239.255	255.255.240.0	4096	4094	0.0.15.255
134.177.240.0/21	134.177.240.0	134.177.247.255	255.255.248.0	2048	2046	0.0.7.255
134.177.248.0/22	134.177.248.0	134.177.251.255	255.255.252.0	1024	1022	0.0.3.255
134.177.252.0/23	134.177.252.0	134.177.253.255	255.255.254.0	512	510	0.0.1.255
134.177.254.0/24	134.177.254.0	134.177.254.255	255.255.255.0	256	254	0.0.0.255
134.177.255.0/25	134.177.255.0	134.177.255.127	255.255.255.128	128	126	0.0.0.127
134.177.255.128/26	134.177.255.128	134.177.255.191	255.255.255.192	64	62	0.0.0.63
134.177.255.192/27	134.177.255.192	134.177.255.223	255.255.255.224	32	30	0.0.0.31
134.177.255.224/28	134.177.255.224	134.177.255.239	255.255.255.240	16	14	0.0.0.15
134.177.255.240/29	134.177.255.240	134.177.255.247	255.255.255.248	8	6	0.0.0.7
134.177.255.248/30	134.177.255.248	134.177.255.251	255.255.255.252	4	2	0.0.0.3
134.177.255.252/31	134.177.255.252	134.177.255.253	255.255.255.254	2	2	0.0.0.1
134.177.255.254/32	134.177.255.254	134.177.255.254	255.255.255.255	1	1	0.0.0.0
134.177.255.255/32	134.177.255.255	134.177.255.255	255.255.255.255	1	1	0.0.0.0
141.251.0.0/17	141.251.0.0	141.251.127.255	255.255.128.0	32768	32766	0.0.127.255
141.251.128.0/18	141.251.128.0	141.251.191.255	255.255.192.0	16384	16382	0.0.63.255
141.251.192.0/19	141.251.192.0	141.251.223.255	255.255.224.0	8192	8190	0.0.31.255
141.251.224.0/20	141.251.224.0	141.251.239.255	255.255.240.0	4096	4094	0.0.15.255
141.251.240.0/21	141.251.240.0	141.251.247.255	255.255.248.0	2048	2046	0.0.7.255
141.251.248.0/22	141.251.248.0	141.251.251.255	255.255.252.0	1024	1022	0.0.3.255
141.251.252.0/23	141.251.252.0	141.251.253.255	255.255.254.0	512	510	0.0.1.255
141.251.254.0/24	141.251.254.0	141.251.254.255	255.255.255.0	256	254	0.0.0.255
141.251.255.0/25	141.251.255.0	141.251.255.127	255.255.255.128	128	126	0.0.0.127
141.251.255.128/26	141.251.255.128	141.251.255.191	255.255.255.192	64	62	0.0.0.63
141.251.255.192/27	141.251.255.192	141.251.255.223	255.255.255.224	32	30	0.0.0.31
141.251.255.224/28	141.251.255.224	141.251.255.239	255.255.255.240	16	14	0.0.0.15
141.251.255.240/29	141.251.255.240	141.251.255.247	255.255.255.248	8	6	0.0.0.7
141.251.255.248/30	141.251.255.248	141.251.255.251	255.255.255.252	4	2	0.0.0.3
141.251.255.252/31	141.251.255.252	141.251.255.253	255.255.255.254	2	2	0.0.0.1
141.251.255.254/32	141.251.255.254	141.251.255.254	255.255.255.255	1	1	0.0.0.0
141.251.255.255/32	141.251.255.255	141.251.255.255	255.255.255.255	1	1	0.0.0.0
51.51.0.0/17	51.51.0.0	51.51.127.255	255.255.128.0	32768	32766	0.0.127.255
51.51.128.0/18	51.51.128.0	51.51.191.255	255.255.192.0	16384	16382	0.0.63.255
51.51.192.0/19	51.51.192.0	51.51.223.255	255.255.224.0	8192	8190	0.0.31.255
51.51.224.0/20	51.51.224.0	51.51.239.255	255.255.240.0	4096	4094	0.0.15.255
51.51.240.0/21	51.51.240.0	51.51.247.255	255.255.248.0	2048	2046	0.0.7.255
51.51.248.0/22	51.51.248.0	51.51.251.255	255.255.252.0	1024	1022	0.0.3.255
51.51.252.0/23	51.51.252.0	51.51.253.255	255.255.254.0	512	510	0.0.1.255
51.51.254.0/24	51.51.254.0	51.51.254.255	255.255.255.0	256	254	0.0.0.255
51.51.255.0/25	51.51.255.0	51.51.255.127	255.255.255.128	128	126	0.0.0.127
51.51.255.128/26	51.51.255.128	51.51.255.191	255.255.255.192	64	62	0.0.0.63
51.51.255.192/27	51.51.255.192	51.51.255.223	255.255.255.224	32	30	0.0.0.31
51.51.255.224/28	51.51.255.224	51.51.255.239	255.255.255.240	16	14	0.0.0.15
51.51.255.240/29	51.51.255.240	51.51.255.247	255.255.255.248	8	6	0.0.0.7
51.51.255.248/30	51.51.255.248	51.51.255.251	255.255.255.252	4	2	0.0.0.3
51.51.255.252/31	51.51.255.252	51.51.255.253	255.255.255.254	2	2	0.0.0.1
51.51.255.254/32	51.51.255.254	51.51.255.254	255.255.255.255	1	1	0.0.0.0
51.51.255.255/32	51.51.255.255	51.51.255.255	255.255.255.255	1	1	0.0.0.0
172.200.0.0/13	172.200.0.0	172.207.255.255	255.248.0.0	524288	524286	0.7.255.255
172.208.0.0/14	172.208.0.0	172.211.255.255	255.252.0.0	262144	262142	0.3.255.255
172.212.0.0/15	172.212.0.0	172.213.255.255	255.254.0.0	131072	131070	0.1.255.255
172.214.0.0/16	172.214.0.0	172.214.255.255	255.255.0.0	65536	65534	0.0.255.255
172.215.0.0/17	172.215.0.0	172.215.127.255	255.255.128.0	32768	32766	0.0.127.255
172.215.128.0/18	172.215.128.0	172.215.191.255	255.255.192.0	16384	16382	0.0.63.255
172.215.192.0/19	172.215.192.0	172.215.223.255	255.255.224.0	8192	8190	0.0.31.255
172.215.224.0/20	172.215.224.0	172.215.239.255	255.255.240.0	4096	4094	0.0.15.255
172.215.240.0/21	172.215.240.0	172.215.247.255	255.255.248.0	2048	2046	0.0.7.255
172.215.248.0/22	172.215.248.0	172.215.251.255	255.255.252.0	1024	1022	0.0.3.255
172.215.252.0/23	172.215.252.0	172.215.253.255	255.255.254.0	512	510	0.0.1.255
172.215.254.0/24	172.215.254.0	172.215.254.255	255.255.255.0	256	254	0.0.0.255
172.215.255.0/25	172.215.255.0	172.215.255.127	255.255.255.128	128	126	0.0.0.127
172.215.255.128/26	172.215.255.128	172.215.255.191	255.255.255.192	64	62	0.0.0.63
172.215.255.192/27	172.215.255.192	172.215.255.223	255.255.255.224	32	30	0.0.0.31
172.215.255.224/28	172.215.255.224	172.215.255.239	255.255.255.240	16	14	0.0.0.15
172.215.255.240/29	172.215.255.240	172.215.255.247	255.255.255.248	8	6	0.0.0.7
172.215.255.248/30	172.215.255.248	172.215.255.251	255.255.255.252	4	2	0.0.0.3
172.215.255.252/31	172.215.255.252	172.215.255.253	255.255.255.254	2	2	0.0.0.1
172.215.255.254/32	172.215.255.254	172.215.255.254	255.255.255.255	1	1	0.0.0.0
172.215.255.255/32	172.215.255.255	172.215.255.255	255.255.255.255	1	1	0.0.0.0
204.14.180.0/23	204.14.180.0	204.14.181.255	255.255.254.0	512	510	0.0.1.255
204.14.182.0/24	204.14.182.0	204.14.182.255	255.255.255.0	256	254	0.0.0.255
204.14.183.0/25	204.14.183.0	204.14.183.127	255.255.255.128	128	126	0.0.0.127
204.14.183.128/26	204.14.183.128	204.14.183.191	255.255.255.192	64	62	0.0.0.63
204.14.183.192/27	204.14.183.192	204.14.183.223	255.255.255.224	32	30	0.0.0.31
204.14.183.224/28	204.14.183.224	204.14.183.239	255.255.255.240	16	14	0.0.0.15
204.14.183.240/29	204.14.183.240	204.14.183.247	255.255.255.248	8	6	0.0.0.7
204.14.183.248/30	204.14.183.248	204.14.183.251	255.255.255.252	4	2	0.0.0.3
204.14.183.252/31	204.14.183.252	204.14.183.253	255.255.255.254	2	2	0.0.0.1
204.14.183.254/32	204.14.183.254	204.14.183.254	255.255.255.255	1	1	0.0.0.0
204.14.183.255/32	204.14.183.255	204.14.183.255	255.255.255.255	1	1	0.0.0.0
20.135.0.0/16	20.135.0.0	20.135.255.255	255.255.0.0	65536	65534	0.0.255.255
20.136.0.0/17	20.136.0.0	20.136.127.255	255.255.128.0	32768	32766	0.0.127.255
20.136.128.0/18	20.136.128.0	20.136.191.255	255.255.192.0	16384	16382	0.0.63.255
20.136.192.0/19	20.136.192.0	20.136.223.255	255.255.224.0	8192	8190	0.0.31.255
20.136.224.0/20	20.136.224.0	20.136.239.255	255.255.240.0	4096	4094	0.0.15.255
20.136.240.0/21	20.136.240.0	20.136.247.255	255.255.248.0	2048	2046	0.0.7.255
20.136.248.0/22	20.136.248.0	20.136.251.255	255.255.252.0	1024	1022	0.0.3.255
20.136.252.0/23	20.136.252.0	20.136.253.255	255.255.254.0	512	510	0.0.1.255
20.136.254.0/24	20.136.254.0	20.136.254.255	255.255.255.0	256	254	0.0.0.255
20.136.255.0/25	20.136.255.0	20.136.255.127	255.255.255.128	128	126	0.0.0.127
20.136.255.128/26	20.136.255.128	20.136.255.191	255.255.255.192	64	62	0.0.0.63
20.136.255.192/27	20.136.255.192	20.136.255.223	255.255.255.224	32	30	0.0.0.31
20.136.255.224/28	20.136.255.224	20.136.255.239	255.255.255.240	16	14	0.0.0.15
20.136.255.240/29	20.136.255.240	20.136.255.247	255.255.255.248	8	6	0.0.0.7
20.136.255.248/30	20.136.255.248	20.136.255.251	255.255.255.252	4	2	0.0.0.3
20.136.255.252/31	20.136.255.252	20.136.255.253	255.255.255.254	2	2	0.0.0.1
20.136.255.254/32	20.136.255.254	20.136.255.254	255.255.255.255	1	1	0.0.0.0
20.136.255.255/32	20.136.255.255	20.136.255.255	255.255.255.255	1	1	0.0.0.0
108.140.0.0/15	108.140.0.0	108.141.255.255	255.254.0.0	131072	131070	0.1.255.255
108.142.0.0/16	108.142.0.0	108.142.255.255	255.255.0.0	65536	65534	0.0.255.255
108.143.0.0/17	108.143.0.0	108.143.127.255	255.255.128.0	32768	32766	0.0.127.255
108.143.128.0/18	108.143.128.0	108.143.191.255	255.255.192.0	16384	16382	0.0.63.255
108.143.192.0/19	108.143.192.0	108.143.223.255	255.255.224.0	8192	8190	0.0.31.255
108.143.224.0/20	108.143.224.0	108.143.239.255	255.255.240.0	4096	4094	0.0.15.255
108.143.240.0/21	108.143.240.0	108.143.247.255	255.255.248.0	2048	2046	0.0.7.255
108.143.248.0/22	108.143.248.0	108.143.251.255	255.255.252.0	1024	1022	0.0.3.255
108.143.252.0/23	108.143.252.0	108.143.253.255	255.255.254.0	512	510	0.0.1.255
108.143.254.0/24	108.143.254.0	108.143.254.255	255.255.255.0	256	254	0.0.0.255
108.143.255.0/25	108.143.255.0	108.143.255.127	255.255.255.128	128	126	0.0.0.127
108.143.255.128/26	108.143.255.128	108.143.255.191	255.255.255.192	64	62	0.0.0.63
108.143.255.192/27	108.143.255.192	108.143.255.223	255.255.255.224	32	30	0.0.0.31
108.143.255.224/28	108.143.255.224	108.143.255.239	255.255.255.240	16	14	0.0.0.15
108.143.255.240/29	108.143.255.240	108.143.255.247	255.255.255.248	8	6	0.0.0.7
108.143.255.248/30	108.143.255.248	108.143.255.251	255.255.255.252	4	2	0.0.0.3
108.143.255.252/31	108.143.255.252	108.143.255.253	255.255.255.254	2	2	0.0.0.1
108.143.255.254/32	108.143.255.254	108.143.255.254	255.255.255.255	1	1	0.0.0.0
108.143.255.255/32	108.143.255.255	108.143.255.255	255.255.255.255	1	1	0.0.0.0
192.40.107.96/29	192.40.107.96	192.40.107.103	255.255.255.248	8	6	0.0.0.7
192.40.107.104/30	192.40.107.104	192.40.107.107	255.255.255.252	4	2	0.0.0.3
192.40.107.108/31	192.40.107.108	192.40.107.109	255.255.255.254	2	2	0.0.0.1
192.40.107.110/32	192.40.107.110	192.40.107.110	255.255.255.255	1	1	0.0.0.0
192.40.107.111/32	192.40.107.111	192.40.107.111	255.255.255.255	1	1	0.0.0.0
52.120.0.0/15	52.120.0.0	52.121.255.255	255.254.0.0	131072	131070	0.1.255.255
52.122.0.0/16	52.122.0.0	52.122.255.255	255.255.0.0	65536	65534	0.0.255.255
52.123.0.0/17	52.123.0.0	52.123.127.255	255.255.128.0	32768	32766	0.0.127.255
52.123.128.0/18	52.123.128.0	52.123.191.255	255.255.192.0	16384	16382	0.0.63.255
52.123.192.0/19	52.123.192.0	52.123.223.255	255.255.224.0	8192	8190	0.0.31.255
52.123.224.0/20	52.123.224.0	52.123.239.255	255.255.240.0	4096	4094	0.0.15.255
52.123.240.0/21	52.123.240.0	52.123.247.255	255.255.248.0	2048	2046	0.0.7.255
52.123.248.0/22	52.123.248.0	52.123.251.255	255.255.252.0	1024	1022	0.0.3.255
52.123.252.0/23	52.123.252.0	52.123.253.255	255.255.254.0	512	510	0.0.1.255
52.123.254.0/24	52.123.254.0	52.123.254.255	255.255.255.0	256	254	0.0.0.255
52.123.255.0/25	52.123.255.0	52.123.255.127	255.255.255.128	128	126	0.0.0.127
52.123.255.128/26	52.123.255.128	52.123.255.191	255.255.255.192	64	62	0.0.0.63
52.123.255.192/27	52.123.255.192	52.123.255.223	255.255.255.224	32	30	0.0.0.31
52.123.255.224/28	52.123.255.224	52.123.255.239	255.255.255.240	16	14	0.0.0.15
52.123.255.240/29	52.123.255.240	52.123.255.247	255.255.255.248	8	6	0.0.0.7
52.123.255.248/30	52.123.255.248	52.123.255.251	255.255.255.252	4	2	0.0.0.3
52.123.255.252/31	52.123.255.252	52.123.255.253	255.255.255.254	2	2	0.0.0.1
52.123.255.254/32	52.123.255.254	52.123.255.254	255.255.255.255	1	1	0.0.0.0
52.123.255.255/32	52.123.255.255	52.123.255.255	255.255.255.255	1	1	0.0.0.0
216.220.208.0/21	216.220.208.0	216.220.215.255	255.255.248.0	2048	2046	0.0.7.255
216.220.216.0/22	216.220.216.0	216.220.219.255	255.255.252.0	1024	1022	0.0.3.255
216.220.220.0/23	216.220.220.0	216.220.221.255	255.255.254.0	512	510	0.0.1.255
216.220.222.0/24	216.220.222.0	216.220.222.255	255.255.255.0	256	254	0.0.0.255
216.220.223.0/25	216.220.223.0	216.220.223.127	255.255.255.128	128	126	0.0.0.127
216.220.223.128/26	216.220.223.128	216.220.223.191	255.255.255.192	64	62	0.0.0.63
216.220.223.192/27	216.220.223.192	216.220.223.223	255.255.255.224	32	30	0.0.0.31
216.220.223.224/28	216.220.223.224	216.220.223.239	255.255.255.240	16	14	0.0.0.15
216.220.223.240/29	216.220.223.240	216.220.223.247	255.255.255.248	8	6	0.0.0.7
216.220.223.248/30	216.220.223.248	216.220.223.251	255.255.255.252	4	2	0.0.0.3
216.220.223.252/31	216.220.223.252	216.220.223.253	255.255.255.254	2	2	0.0.0.1
216.220.223.254/32	216.220.223.254	216.220.223.254	255.255.255.255	1	1	0.0.0.0
216.220.223.255/32	216.220.223.255	216.220.223.255	255.255.255.255	1	1	0.0.0.0
204.140.80.0/23	204.140.80.0	204.140.81.255	255.255.254.0	512	510	0.0.1.255
204.140.82.0/24	204.140.82.0	204.140.82.255	255.255.255.0	256	254	0.0.0.255
204.140.83.0/25	204.140.83.0	204.140.83.127	255.255.255.128	128	126	0.0.0.127
204.140.83.128/26	204.140.83.128	204.140.83.191	255.255.255.192	64	62	0.0.0.63
204.140.83.192/27	204.140.83.192	204.140.83.223	255.255.255.224	32	30	0.0.0.31
204.140.83.224/28	204.140.83.224	204.140.83.239	255.255.255.240	16	14	0.0.0.15
204.140.83.240/29	204.140.83.240	204.140.83.247	255.255.255.248	8	6	0.0.0.7
204.140.83.248/30	204.140.83.248	204.140.83.251	255.255.255.252	4	2	0.0.0.3
204.140.83.252/31	204.140.83.252	204.140.83.253	255.255.255.254	2	2	0.0.0.1
204.140.83.254/32	204.140.83.254	204.140.83.254	255.255.255.255	1	1	0.0.0.0
204.140.83.255/32	204.140.83.255	204.140.83.255	255.255.255.255	1	1	0.0.0.0
194.41.16.0/21	194.41.16.0	194.41.23.255	255.255.248.0	2048	2046	0.0.7.255
194.41.24.0/22	194.41.24.0	194.41.27.255	255.255.252.0	1024	1022	0.0.3.255
194.41.28.0/23	194.41.28.0	194.41.29.255	255.255.254.0	512	510	0.0.1.255
194.41.30.0/24	194.41.30.0	194.41.30.255	255.255.255.0	256	254	0.0.0.255
194.41.31.0/25	194.41.31.0	194.41.31.127	255.255.255.128	128	126	0.0.0.127
194.41.31.128/26	194.41.31.128	194.41.31.191	255.255.255.192	64	62	0.0.0.63
194.41.31.192/27	194.41.31.192	194.41.31.223	255.255.255.224	32	30	0.0.0.31
194.41.31.224/28	194.41.31.224	194.41.31.239	255.255.255.240	16	14	0.0.0.15
194.41.31.240/29	194.41.31.240	194.41.31.247	255.255.255.248	8	6	0.0.0.7
194.41.31.248/30	194.41.31.248	194.41.31.251	255.255.255.252	4	2	0.0.0.3
194.41.31.252/31	194.41.31.252	194.41.31.253	255.255.255.254	2	2	0.0.0.1
194.41.31.254/32	194.41.31.254	194.41.31.254	255.255.255.255	1	1	0.0.0.0
194.41.31.255/32	194.41.31.255	194.41.31.255	255.255.255.255	1	1	0.0.0.0
192.84.159.0/25	192.84.159.0	192.84.159.127	255.255.255.128	128	126	0.0.0.127
192.84.159.128/26	192.84.159.128	192.84.159.191	255.255.255.192	64	62	0.0.0.63
192.84.159.192/27	192.84.159.192	192.84.159.223	255.255.255.224	32	30	0.0.0.31
192.84.159.224/28	192.84.159.224	192.84.159.239	255.255.255.240	16	14	0.0.0.15
192.84.159.240/29	192.84.159.240	192.84.159.247	255.255.255.248	8	6	0.0.0.7
192.84.159.248/30	192.84.159.248	192.84.159.251	255.255.255.252	4	2	0.0.0.3
192.84.159.252/31	192.84.159.252	192.84.159.253	255.255.255.254	2	2	0.0.0.1
192.84.159.254/32	192.84.159.254	192.84.159.254	255.255.255.255	1	1	0.0.0.0
192.84.159.255/32	192.84.159.255	192.84.159.255	255.255.255.255	1	1	0.0.0.0
199.103.122.0/25	199.103.122.0	199.103.122.127	255.255.255.128	128	126	0.0.0.127
199.103.122.128/26	199.103.122.128	199.103.122.191	255.255.255.192	64	62	0.0.0.63
199.103.122.192/27	199.103.122.192	199.103.122.223	255.255.255.224	32	30	0.0.0.31
199.103.122.224/28	199.103.122.224	199.103.122.239	255.255.255.240	16	14	0.0.0.15
199.103.122.240/29	199.103.122.240	199.103.122.247	255.255.255.248	8	6	0.0.0.7
199.103.122.248/30	199.103.122.248	199.103.122.251	255.255.255.252	4	2	0.0.0.3
199.103.122.252/31	199.103.122.252	199.103.122.253	255.255.255.254	2	2	0.0.0.1
199.103.122.254/32	199.103.122.254	199.103.122.254	255.255.255.255	1	1	0.0.0.0
199.103.122.255/32	199.103.122.255	199.103.122.255	255.255.255.255	1	1	0.0.0.0
131.253.8.0/25	131.253.8.0	131.253.8.127	255.255.255.128	128	126	0.0.0.127
131.253.8.128/26	131.253.8.128	131.253.8.191	255.255.255.192	64	62	0.0.0.63
131.253.8.192/27	131.253.8.192	131.253.8.223	255.255.255.224	32	30	0.0.0.31
131.253.8.224/28	131.253.8.224	131.253.8.239	255.255.255.240	16	14	0.0.0.15
131.253.8.240/29	131.253.8.240	131.253.8.247	255.255.255.248	8	6	0.0.0.7
131.253.8.248/30	131.253.8.248	131.253.8.251	255.255.255.252	4	2	0.0.0.3
131.253.8.252/31	131.253.8.252	131.253.8.253	255.255.255.254	2	2	0.0.0.1
131.253.8.254/32	131.253.8.254	131.253.8.254	255.255.255.255	1	1	0.0.0.0
131.253.8.255/32	131.253.8.255	131.253.8.255	255.255.255.255	1	1	0.0.0.0
199.103.90.0/24	199.103.90.0	199.103.90.255	255.255.255.0	256	254	0.0.0.255
199.103.91.0/25	199.103.91.0	199.103.91.127	255.255.255.128	128	126	0.0.0.127
199.103.91.128/26	199.103.91.128	199.103.91.191	255.255.255.192	64	62	0.0.0.63
199.103.91.192/27	199.103.91.192	199.103.91.223	255.255.255.224	32	30	0.0.0.31
199.103.91.224/28	199.103.91.224	199.103.91.239	255.255.255.240	16	14	0.0.0.15
199.103.91.240/29	199.103.91.240	199.103.91.247	255.255.255.248	8	6	0.0.0.7
199.103.91.248/30	199.103.91.248	199.103.91.251	255.255.255.252	4	2	0.0.0.3
199.103.91.252/31	199.103.91.252	199.103.91.253	255.255.255.254	2	2	0.0.0.1
199.103.91.254/32	199.103.91.254	199.103.91.254	255.255.255.255	1	1	0.0.0.0
199.103.91.255/32	199.103.91.255	199.103.91.255	255.255.255.255	1	1	0.0.0.0
204.79.135.0/25	204.79.135.0	204.79.135.127	255.255.255.128	128	126	0.0.0.127
204.79.135.128/26	204.79.135.128	204.79.135.191	255.255.255.192	64	62	0.0.0.63
204.79.135.192/27	204.79.135.192	204.79.135.223	255.255.255.224	32	30	0.0.0.31
204.79.135.224/28	204.79.135.224	204.79.135.239	255.255.255.240	16	14	0.0.0.15
204.79.135.240/29	204.79.135.240	204.79.135.247	255.255.255.248	8	6	0.0.0.7
204.79.135.248/30	204.79.135.248	204.79.135.251	255.255.255.252	4	2	0.0.0.3
204.79.135.252/31	204.79.135.252	204.79.135.253	255.255.255.254	2	2	0.0.0.1
204.79.135.254/32	204.79.135.254	204.79.135.254	255.255.255.255	1	1	0.0.0.0
204.79.135.255/32	204.79.135.255	204.79.135.255	255.255.255.255	1	1	0.0.0.0
192.48.225.0/25	192.48.225.0	192.48.225.127	255.255.255.128	128	126	0.0.0.127
192.48.225.128/26	192.48.225.128	192.48.225.191	255.255.255.192	64	62	0.0.0.63
192.48.225.192/27	192.48.225.192	192.48.225.223	255.255.255.224	32	30	0.0.0.31
192.48.225.224/28	192.48.225.224	192.48.225.239	255.255.255.240	16	14	0.0.0.15
192.48.225.240/29	192.48.225.240	192.48.225.247	255.255.255.248	8	6	0.0.0.7
192.48.225.248/30	192.48.225.248	192.48.225.251	255.255.255.252	4	2	0.0.0.3
192.48.225.252/31	192.48.225.252	192.48.225.253	255.255.255.254	2	2	0.0.0.1
192.48.225.254/32	192.48.225.254	192.48.225.254	255.255.255.255	1	1	0.0.0.0
192.48.225.255/32	192.48.225.255	192.48.225.255	255.255.255.255	1	1	0.0.0.0
199.74.210.0/25	199.74.210.0	199.74.210.127	255.255.255.128	128	126	0.0.0.127
199.74.210.128/26	199.74.210.128	199.74.210.191	255.255.255.192	64	62	0.0.0.63
